attempt_id,student_id,question_id,is_correct,time_taken
A582,S8,QCTSUB4_3_5_3,True,76
A583,S8,QCTSUB4_5_2_2,False,84
A584,S8,QCTSUB2_2_3_1,False,123
A585,S8,QCTSUB3_2_4_3,True,140
A586,S8,QCTSUB2_4_4_3,False,116
A587,S8,QCTSUB2_1_2_3,True,104
A588,S8,QCTSUB5_2_5_2,False,49
A589,S8,QCTSUB2_3_1_3,False,110
A590,S8,QCTSUB3_3_5_1,True,47
A591,S8,QCTSUB2_2_1_5,False,124
A592,S8,QCTSUB1_1_3_4,False,101
A593,S8,QCTSUB3_5_3_4,True,68
A594,S8,QCTSUB4_5_3_5,False,47
A595,S8,QCTSUB3_5_2_5,False,54
A596,S8,QCTSUB5_1_1_1,False,58
A597,S8,QCTSUB5_5_1_5,False,30
A598,S8,QCTSUB4_2_2_5,True,46
A599,S8,QCTSUB2_5_4_5,True,136
A600,S8,QCTSUB2_1_1_4,False,34
A601,S8,QCTSUB1_3_5_3,True,137
A602,S8,QCTSUB4_3_5_3,True,122
A603,S8,QCTSUB3_3_1_3,True,94
A604,S8,QCTSUB4_3_5_3,True,68
A605,S8,QCTSUB4_5_4_3,False,83
A606,S8,QCTSUB3_1_2_2,False,33
A607,S8,QCTSUB3_1_5_3,False,74
A608,S8,QCTSUB3_3_1_3,True,88
A609,S8,QCTSUB3_1_3_1,False,102
A610,S8,QCTSUB4_1_2_1,True,91
A611,S8,QCTSUB4_1_1_5,False,140
A612,S8,QCTSUB3_4_2_5,False,123
A613,S8,QCTSUB1_4_3_1,True,121
A614,S8,QCTSUB4_1_1_3,False,47
A615,S8,QCTSUB2_2_3_1,False,135
A616,S8,QCTSUB3_1_4_5,True,106
A617,S8,QCTSUB3_3_3_3,False,96
A618,S8,QCTSUB5_4_4_2,False,138
A619,S8,QCTSUB1_3_5_2,True,132
A620,S8,QCTSUB1_3_3_2,True,92
A621,S8,QCTSUB2_2_5_2,True,95
A622,S8,QCTSUB5_4_1_4,False,82
A623,S8,QCTSUB3_3_3_1,True,129
A624,S8,QCTSUB5_1_2_4,True,134
A625,S8,QCTSUB2_4_4_2,True,100
A626,S8,QCTSUB5_1_5_3,True,129
A627,S8,QCTSUB3_2_1_1,False,80
A628,S8,QCTSUB5_3_5_3,False,141
A629,S8,QCTSUB1_5_5_5,False,111
A630,S8,QCTSUB2_3_3_3,True,138
A631,S8,QCTSUB2_2_5_4,True,35
A632,S8,QCTSUB5_1_5_1,True,62
A633,S8,QCTSUB1_2_4_2,False,141
A634,S8,QCTSUB3_1_3_5,False,115
A635,S8,QCTSUB2_1_3_3,False,113
A636,S8,QCTSUB1_5_1_4,True,150
A637,S8,QCTSUB1_3_3_1,True,132
A638,S8,QCTSUB1_4_5_5,True,36
A639,S8,QCTSUB5_2_2_2,True,142
A640,S8,QCTSUB4_2_3_3,False,134
A641,S8,QCTSUB3_3_2_3,False,46
A642,S8,QCTSUB1_2_3_1,False,106
A643,S8,QCTSUB5_4_1_1,False,32
A644,S8,QCTSUB2_5_5_2,False,92
A645,S8,QCTSUB2_3_5_3,True,49
A646,S8,QCTSUB2_5_4_3,True,116
A647,S8,QCTSUB1_2_2_3,False,78
A648,S8,QCTSUB2_2_3_3,False,36
A649,S8,QCTSUB4_5_4_5,False,103
A650,S8,QCTSUB3_2_3_4,False,94
A651,S8,QCTSUB5_4_1_5,True,85
A652,S8,QCTSUB3_5_4_1,False,52
A653,S8,QCTSUB3_2_2_1,False,148
A654,S8,QCTSUB2_1_5_1,True,75
A655,S8,QCTSUB3_3_3_3,True,44
A656,S8,QCTSUB4_2_3_4,True,39
A657,S8,QCTSUB4_1_5_2,False,84
A658,S8,QCTSUB1_4_5_2,True,51
A659,S8,QCTSUB5_2_4_3,True,86
A660,S8,QCTSUB5_5_3_4,False,117
A661,S8,QCTSUB5_1_2_3,True,150
A662,S8,QCTSUB5_1_4_2,False,61
A663,S8,QCTSUB1_4_3_3,False,88
A664,S8,QCTSUB1_2_1_2,True,51
A665,S8,QCTSUB4_3_3_3,False,131
A666,S9,QCTSUB1_1_3_4,False,35
A667,S9,QCTSUB4_1_4_2,False,145
A668,S9,QCTSUB5_3_5_5,True,81
A669,S9,QCTSUB2_1_2_2,True,144
A670,S9,QCTSUB4_5_5_3,False,131
A671,S9,QCTSUB4_4_4_1,True,82
A672,S9,QCTSUB3_4_5_1,True,35
A673,S9,QCTSUB1_1_5_3,False,102
A674,S9,QCTSUB5_3_1_1,True,129
A675,S9,QCTSUB3_5_1_3,True,65
A676,S9,QCTSUB1_4_3_5,True,131
A677,S9,QCTSUB3_1_2_4,True,69
A678,S9,QCTSUB1_2_3_5,True,141
A679,S9,QCTSUB4_4_3_5,True,146
A680,S9,QCTSUB3_3_5_3,True,109
A681,S9,QCTSUB1_5_1_5,True,63
A682,S9,QCTSUB1_5_5_4,True,86
A683,S9,QCTSUB1_3_2_4,False,127
A684,S9,QCTSUB3_3_4_1,False,42
A685,S9,QCTSUB2_2_5_3,True,102
A686,S9,QCTSUB5_1_1_5,False,86
A687,S9,QCTSUB5_5_3_5,True,116
A688,S9,QCTSUB3_3_3_3,True,142
A689,S9,QCTSUB4_1_4_2,True,125
A690,S9,QCTSUB5_4_4_1,True,35
A691,S9,QCTSUB2_2_2_2,False,70
A692,S9,QCTSUB1_4_3_4,True,32
A693,S9,QCTSUB3_3_5_4,False,131
A694,S9,QCTSUB2_4_5_2,True,76
A695,S9,QCTSUB1_5_5_2,True,101
A696,S9,QCTSUB5_5_1_5,True,41
A697,S9,QCTSUB3_4_3_3,False,133
A698,S9,QCTSUB1_2_3_5,False,36
A699,S9,QCTSUB3_4_4_5,True,129
A700,S9,QCTSUB4_5_5_2,True,69
A701,S9,QCTSUB4_2_4_1,True,79
A702,S9,QCTSUB4_4_2_5,False,114
A703,S9,QCTSUB4_4_3_2,False,123
A704,S9,QCTSUB4_5_4_1,True,88
A705,S9,QCTSUB3_4_2_3,True,32
A706,S9,QCTSUB4_3_1_1,True,64
A707,S9,QCTSUB4_5_1_3,True,85
A708,S9,QCTSUB4_1_2_5,False,84
A709,S9,QCTSUB2_2_3_3,True,148
A710,S9,QCTSUB1_3_4_5,True,121
A711,S9,QCTSUB3_4_2_3,True,77
A712,S9,QCTSUB2_2_1_2,False,71
A713,S9,QCTSUB4_2_4_1,False,56
A714,S9,QCTSUB2_2_4_5,False,73
A715,S9,QCTSUB3_4_1_3,False,68
A716,S9,QCTSUB4_4_5_5,True,37
A717,S9,QCTSUB4_5_4_5,True,132
A718,S9,QCTSUB5_1_2_1,False,33
A719,S9,QCTSUB3_5_5_5,True,112
A720,S9,QCTSUB3_3_1_2,True,93
A721,S9,QCTSUB3_4_1_2,False,104
A722,S9,QCTSUB1_3_4_1,False,149
A723,S9,QCTSUB4_5_2_2,False,35
A724,S9,QCTSUB4_3_5_2,True,99
A725,S9,QCTSUB5_3_4_2,False,63
A726,S9,QCTSUB5_5_2_4,False,149
A727,S9,QCTSUB2_2_2_4,True,75
A728,S9,QCTSUB1_3_1_4,False,59
A729,S9,QCTSUB2_3_1_1,False,53
A730,S9,QCTSUB2_1_5_4,True,75
A731,S9,QCTSUB5_5_2_3,True,103
A732,S9,QCTSUB3_5_1_1,True,144
A733,S9,QCTSUB4_2_5_1,False,132
A734,S9,QCTSUB1_2_4_5,False,57
A735,S9,QCTSUB2_3_3_5,False,45
A736,S9,QCTSUB5_4_3_2,False,136
A737,S9,QCTSUB4_1_2_2,True,59
A738,S9,QCTSUB5_2_1_2,False,115
A739,S9,QCTSUB3_1_5_2,False,89
A740,S9,QCTSUB3_5_5_1,True,109
A741,S9,QCTSUB2_5_3_4,True,56
A742,S9,QCTSUB4_3_1_1,True,133
A743,S9,QCTSUB3_1_2_5,False,91
A744,S9,QCTSUB1_2_3_4,False,50
A745,S9,QCTSUB1_3_5_5,True,103
A746,S9,QCTSUB4_5_1_3,False,78
A747,S9,QCTSUB2_3_4_1,False,58
A748,S9,QCTSUB3_3_4_3,True,105
A749,S9,QCTSUB1_1_3_1,False,45
A750,S9,QCTSUB2_2_3_4,True,80
A751,S9,QCTSUB4_4_4_1,False,150
A752,S9,QCTSUB2_4_4_1,False,91
A753,S9,QCTSUB5_5_5_5,True,132
A754,S9,QCTSUB5_4_1_4,True,137
A755,S9,QCTSUB4_4_1_4,False,139
A756,S9,QCTSUB1_1_1_3,False,75
A757,S9,QCTSUB1_4_2_5,True,132
A758,S9,QCTSUB3_3_4_4,False,96
A759,S9,QCTSUB4_4_5_1,True,96
A760,S9,QCTSUB4_2_2_2,True,80
A761,S9,QCTSUB5_1_1_5,False,101
A762,S9,QCTSUB5_3_5_5,True,110
A763,S9,QCTSUB1_1_2_3,False,52
A764,S9,QCTSUB4_2_2_1,False,139
A765,S9,QCTSUB4_4_5_1,True,145
A766,S9,QCTSUB4_2_4_1,True,102
A767,S9,QCTSUB2_1_2_1,False,117
A768,S9,QCTSUB4_1_3_1,True,92
A769,S9,QCTSUB3_5_3_1,True,51
A770,S10,QCTSUB1_2_2_4,False,65
A771,S10,QCTSUB3_1_5_1,True,108
A772,S10,QCTSUB4_2_2_3,False,140
A773,S10,QCTSUB1_5_4_5,False,88
A774,S10,QCTSUB5_4_2_5,False,133
A775,S10,QCTSUB5_4_2_3,True,109
A776,S10,QCTSUB4_3_2_5,False,37
A777,S10,QCTSUB3_3_3_4,False,150
A778,S10,QCTSUB1_2_4_5,False,31
A779,S10,QCTSUB4_2_5_5,False,126
A780,S10,QCTSUB1_4_4_5,True,97
A781,S10,QCTSUB1_4_2_1,False,85
A782,S10,QCTSUB3_3_5_2,True,79
A783,S10,QCTSUB3_4_3_3,True,70
A784,S10,QCTSUB2_5_3_5,False,66
A785,S10,QCTSUB4_5_4_2,False,104
A786,S10,QCTSUB2_5_3_2,False,46
A787,S10,QCTSUB3_3_5_3,False,95
A788,S10,QCTSUB2_5_4_1,True,122
A789,S10,QCTSUB3_3_2_2,False,48
A790,S10,QCTSUB4_1_2_4,True,46
A791,S10,QCTSUB4_1_1_2,False,132
A792,S10,QCTSUB4_1_5_5,True,34
A793,S10,QCTSUB3_2_5_3,True,112
A794,S10,QCTSUB1_5_4_1,False,49
A795,S10,QCTSUB2_4_3_2,False,122
A796,S10,QCTSUB4_3_2_1,False,83
A797,S10,QCTSUB1_3_1_3,False,126
A798,S10,QCTSUB3_1_5_5,False,65
A799,S10,QCTSUB2_2_3_1,True,115
A800,S10,QCTSUB2_4_1_2,False,139
A801,S10,QCTSUB2_5_5_5,True,100
A802,S10,QCTSUB2_5_3_5,True,119
A803,S10,QCTSUB3_4_1_3,True,45
A804,S10,QCTSUB5_3_3_3,True,75
A805,S10,QCTSUB1_4_4_3,False,133
A806,S10,QCTSUB3_4_2_3,True,35
A807,S10,QCTSUB3_4_5_5,False,56
A808,S10,QCTSUB5_1_2_5,False,78
A809,S10,QCTSUB3_4_1_4,False,38
A810,S10,QCTSUB3_2_4_5,False,43
A811,S10,QCTSUB4_1_3_5,True,107
A812,S10,QCTSUB2_2_3_5,False,58
A813,S10,QCTSUB2_2_5_2,True,133
A814,S10,QCTSUB1_2_3_3,True,119
A815,S10,QCTSUB1_4_2_4,True,112
A816,S10,QCTSUB3_3_3_5,False,107
A817,S10,QCTSUB5_5_2_3,False,148
A818,S10,QCTSUB1_2_2_2,False,125
A819,S10,QCTSUB2_4_5_3,False,91
A820,S10,QCTSUB1_2_3_3,True,60
A821,S10,QCTSUB4_2_5_2,True,143
A822,S10,QCTSUB5_1_2_4,False,61
A823,S10,QCTSUB5_1_2_3,True,103
A824,S10,QCTSUB2_3_2_1,True,95
A825,S10,QCTSUB5_3_4_2,True,90
A826,S10,QCTSUB4_1_4_3,True,30
A827,S10,QCTSUB2_2_4_1,False,83
A828,S10,QCTSUB5_4_3_1,True,33
A829,S10,QCTSUB4_4_2_2,False,44
A830,S10,QCTSUB2_2_4_5,True,91
A831,S10,QCTSUB2_1_3_1,True,76
A832,S10,QCTSUB2_5_1_1,True,109
A833,S10,QCTSUB4_1_1_2,True,64
A834,S10,QCTSUB1_4_3_5,True,108
A835,S10,QCTSUB5_5_1_5,False,104
A836,S10,QCTSUB5_3_5_2,True,45
A837,S10,QCTSUB2_2_1_4,True,66
A838,S10,QCTSUB4_1_4_4,False,149
A839,S10,QCTSUB5_2_3_1,False,104
A840,S10,QCTSUB2_5_2_1,False,100
A841,S10,QCTSUB3_3_3_3,True,132
A842,S10,QCTSUB5_2_1_1,False,42
A843,S10,QCTSUB3_5_2_4,False,137
A844,S10,QCTSUB1_3_2_5,False,87
A845,S10,QCTSUB2_3_3_1,False,60
A846,S10,QCTSUB1_3_1_2,False,50
A847,S10,QCTSUB2_4_3_4,True,96
A848,S10,QCTSUB5_4_1_3,False,117
A849,S11,QCTSUB2_2_4_1,False,91
A850,S11,QCTSUB5_1_4_5,False,107
A851,S11,QCTSUB2_4_3_3,False,70
A852,S11,QCTSUB3_4_2_5,True,33
A853,S11,QCTSUB4_3_2_3,False,38
A854,S11,QCTSUB2_5_3_5,True,48
A855,S11,QCTSUB2_1_1_3,True,137
A856,S11,QCTSUB4_3_1_3,True,85
A857,S11,QCTSUB2_1_3_2,True,86
A858,S11,QCTSUB5_3_4_4,False,46
A859,S11,QCTSUB5_4_5_2,True,75
A860,S11,QCTSUB2_4_5_5,True,83
A861,S11,QCTSUB3_5_4_1,True,89
A862,S11,QCTSUB4_2_4_3,True,150
A863,S11,QCTSUB5_1_4_2,False,91
A864,S11,QCTSUB2_2_1_3,True,42
A865,S11,QCTSUB1_1_4_2,True,41
A866,S11,QCTSUB5_2_5_2,False,148
A867,S11,QCTSUB3_2_4_2,False,49
A868,S11,QCTSUB3_1_5_1,True,124
A869,S11,QCTSUB3_5_3_3,True,37
A870,S11,QCTSUB3_1_2_2,False,88
A871,S11,QCTSUB2_3_5_3,False,54
A872,S11,QCTSUB2_5_4_2,False,53
A873,S11,QCTSUB3_4_3_4,True,64
A874,S11,QCTSUB1_4_4_5,False,50
A875,S11,QCTSUB1_2_1_2,True,50
A876,S11,QCTSUB1_5_4_2,False,143
A877,S11,QCTSUB1_4_1_5,True,80
A878,S11,QCTSUB3_2_1_1,True,144
A879,S11,QCTSUB2_2_4_1,True,140
A880,S11,QCTSUB5_4_1_2,True,30
A881,S11,QCTSUB4_4_1_5,True,43
A882,S11,QCTSUB4_3_4_2,True,34
A883,S11,QCTSUB1_3_2_5,True,116
A884,S11,QCTSUB5_3_1_5,True,103
A885,S11,QCTSUB1_1_4_1,False,128
A886,S11,QCTSUB5_5_4_3,False,65
A887,S11,QCTSUB5_3_4_4,False,129
A888,S11,QCTSUB2_4_2_5,True,103
A889,S11,QCTSUB2_1_5_3,False,34
A890,S11,QCTSUB1_4_4_1,False,98
A891,S11,QCTSUB5_1_2_4,False,31
A892,S11,QCTSUB2_1_1_5,False,116
A893,S11,QCTSUB1_2_4_5,False,145
A894,S11,QCTSUB3_5_5_5,False,82
A895,S11,QCTSUB3_4_3_1,True,54
A896,S11,QCTSUB5_5_5_5,False,138
A897,S11,QCTSUB1_1_1_4,False,50
A898,S11,QCTSUB1_4_3_4,False,76
A899,S11,QCTSUB3_3_5_5,True,134
A900,S12,QCTSUB4_1_5_1,True,139
A901,S12,QCTSUB2_4_5_3,True,48
A902,S12,QCTSUB3_5_5_2,True,43
A903,S12,QCTSUB1_5_2_2,True,142
A904,S12,QCTSUB2_1_5_2,True,48
A905,S12,QCTSUB4_4_3_4,False,150
A906,S12,QCTSUB4_5_2_4,True,73
A907,S12,QCTSUB2_4_2_4,False,41
A908,S12,QCTSUB3_2_2_3,False,99
A909,S12,QCTSUB2_2_2_5,True,35
A910,S12,QCTSUB2_4_1_1,True,50
A911,S12,QCTSUB5_4_1_4,False,94
A912,S12,QCTSUB3_2_1_1,False,150
A913,S12,QCTSUB5_2_3_3,False,122
A914,S12,QCTSUB2_4_2_1,True,85
A915,S12,QCTSUB3_3_1_2,False,33
A916,S12,QCTSUB4_4_1_2,True,65
A917,S12,QCTSUB1_3_1_1,False,132
A918,S12,QCTSUB1_5_2_5,True,122
A919,S12,QCTSUB4_2_1_2,True,127
A920,S12,QCTSUB4_2_3_2,False,75
A921,S12,QCTSUB3_5_3_1,True,89
A922,S12,QCTSUB5_4_1_4,True,48
A923,S12,QCTSUB5_1_1_1,False,101
A924,S12,QCTSUB4_5_2_1,True,118
A925,S12,QCTSUB1_4_1_3,True,37
A926,S12,QCTSUB2_4_4_5,True,94
A927,S12,QCTSUB5_2_5_2,True,96
A928,S12,QCTSUB5_4_4_1,True,77
A929,S12,QCTSUB4_5_4_4,True,41
A930,S12,QCTSUB2_5_4_5,False,130
A931,S12,QCTSUB4_3_3_5,False,80
A932,S12,QCTSUB5_5_1_5,True,45
A933,S12,QCTSUB3_3_3_5,True,82
A934,S12,QCTSUB1_4_4_1,False,138
A935,S12,QCTSUB3_5_2_4,False,84
A936,S12,QCTSUB4_1_5_4,True,99
A937,S12,QCTSUB5_4_5_3,True,127
A938,S12,QCTSUB3_3_1_2,True,94
A939,S12,QCTSUB3_1_3_3,True,115
A940,S12,QCTSUB4_3_3_1,True,33
A941,S12,QCTSUB5_5_3_2,False,99
A942,S12,QCTSUB3_2_5_4,False,123
A943,S12,QCTSUB1_4_3_3,True,108
A944,S12,QCTSUB2_3_4_1,True,55
A945,S12,QCTSUB3_1_3_5,False,78
A946,S12,QCTSUB5_5_5_4,True,136
A947,S12,QCTSUB2_1_4_3,True,129
A948,S12,QCTSUB3_4_2_4,True,31
A949,S12,QCTSUB2_2_3_4,True,78
A950,S12,QCTSUB5_1_2_4,True,131
A951,S12,QCTSUB5_2_5_5,True,101
A952,S12,QCTSUB2_4_1_3,False,58
A953,S12,QCTSUB1_2_3_4,True,117
A954,S12,QCTSUB2_5_4_1,False,95
A955,S12,QCTSUB5_5_5_2,False,74
A956,S12,QCTSUB4_3_2_1,False,75
A957,S12,QCTSUB2_5_3_5,True,102
A958,S12,QCTSUB3_5_1_4,False,109
A959,S12,QCTSUB2_1_2_5,False,123
A960,S13,QCTSUB3_1_1_3,False,30
A961,S13,QCTSUB4_3_5_4,True,95
A962,S13,QCTSUB1_1_2_5,True,88
A963,S13,QCTSUB2_1_3_1,False,82
A964,S13,QCTSUB2_2_1_2,False,150
A965,S13,QCTSUB3_4_5_2,False,95
A966,S13,QCTSUB2_3_1_4,True,132
A967,S13,QCTSUB1_4_4_5,False,113
A968,S13,QCTSUB4_3_1_2,False,65
A969,S13,QCTSUB1_1_2_5,True,61
A970,S13,QCTSUB1_3_3_4,False,94
A971,S13,QCTSUB4_2_4_5,True,94
A972,S13,QCTSUB4_1_1_3,True,66
A973,S13,QCTSUB2_5_5_4,True,38
A974,S13,QCTSUB2_1_2_2,False,31
A975,S13,QCTSUB3_1_3_4,True,47
A976,S13,QCTSUB5_5_2_1,True,40
A977,S13,QCTSUB1_4_5_5,False,142
A978,S13,QCTSUB1_3_4_1,True,77
A979,S13,QCTSUB4_1_4_5,True,82
A980,S13,QCTSUB1_2_3_4,False,116
A981,S13,QCTSUB3_4_2_2,False,150
A982,S13,QCTSUB2_4_3_2,True,106
A983,S13,QCTSUB3_4_5_4,False,43
A984,S13,QCTSUB3_5_4_2,True,146
A985,S13,QCTSUB2_3_1_4,True,77
A986,S13,QCTSUB2_2_4_4,False,102
A987,S13,QCTSUB4_5_4_4,False,72
A988,S13,QCTSUB1_3_4_3,False,38
A989,S13,QCTSUB3_2_3_5,False,62
A990,S13,QCTSUB1_1_5_1,True,124
A991,S13,QCTSUB5_1_4_1,True,80
A992,S13,QCTSUB2_2_3_5,False,47
A993,S13,QCTSUB3_4_1_2,False,83
A994,S13,QCTSUB1_2_4_4,False,133
A995,S13,QCTSUB5_5_2_3,True,59
A996,S13,QCTSUB3_1_5_1,False,115
A997,S13,QCTSUB5_5_4_2,True,57
A998,S13,QCTSUB3_1_4_5,False,128
A999,S13,QCTSUB5_3_5_2,True,50
A1000,S13,QCTSUB4_5_5_5,True,134
A1001,S13,QCTSUB5_1_3_3,True,70
A1002,S13,QCTSUB1_5_2_5,False,61
A1003,S13,QCTSUB3_5_3_1,True,141
A1004,S13,QCTSUB3_3_1_1,True,37
A1005,S13,QCTSUB3_1_2_3,False,129
A1006,S13,QCTSUB2_2_2_5,True,127
A1007,S13,QCTSUB4_5_5_5,False,148
A1008,S13,QCTSUB4_2_2_2,False,141
A1009,S13,QCTSUB1_4_1_2,False,128
A1010,S13,QCTSUB2_5_4_2,False,114
A1011,S13,QCTSUB2_4_2_2,False,131
A1012,S13,QCTSUB2_2_3_3,False,78
A1013,S13,QCTSUB5_5_1_3,True,84
A1014,S13,QCTSUB4_1_3_3,True,86
A1015,S13,QCTSUB3_4_2_4,False,136
A1016,S13,QCTSUB5_5_1_1,True,126
A1017,S13,QCTSUB4_4_2_2,False,109
A1018,S13,QCTSUB1_1_2_2,False,71
A1019,S13,QCTSUB5_2_4_1,True,116
A1020,S13,QCTSUB2_2_1_4,False,120
A1021,S13,QCTSUB2_4_1_1,True,87
A1022,S13,QCTSUB4_5_2_2,False,37
A1023,S13,QCTSUB4_4_5_1,False,122
A1024,S13,QCTSUB2_5_3_5,True,120
A1025,S13,QCTSUB1_4_1_5,False,117
A1026,S13,QCTSUB5_2_4_3,False,70
A1027,S13,QCTSUB1_4_4_3,False,32
A1028,S13,QCTSUB3_2_4_2,True,108
A1029,S13,QCTSUB2_4_3_1,True,51
A1030,S13,QCTSUB2_2_4_3,False,149
A1031,S13,QCTSUB5_4_3_5,True,54
A1032,S13,QCTSUB4_1_2_3,False,87
A1033,S13,QCTSUB1_4_2_5,True,106
A1034,S13,QCTSUB4_3_4_5,False,84
A1035,S13,QCTSUB1_2_3_4,True,96
A1036,S13,QCTSUB4_4_1_3,False,106
A1037,S13,QCTSUB2_5_3_4,True,131
A1038,S13,QCTSUB1_2_2_1,True,88
A1039,S13,QCTSUB1_2_3_3,False,130
A1040,S13,QCTSUB1_3_4_5,False,84
A1041,S13,QCTSUB3_2_3_5,True,60
A1042,S13,QCTSUB5_4_5_1,True,150
A1043,S13,QCTSUB3_1_1_1,False,59
A1044,S13,QCTSUB5_5_1_2,True,133
A1045,S13,QCTSUB2_5_3_1,True,45
A1046,S13,QCTSUB4_3_1_4,True,144
A1047,S13,QCTSUB5_5_5_4,False,64
A1048,S13,QCTSUB5_2_2_5,False,88
A1049,S13,QCTSUB4_4_3_2,False,73
A1050,S13,QCTSUB3_3_1_1,True,65
A1051,S13,QCTSUB1_1_2_4,False,94
A1052,S13,QCTSUB2_3_3_3,False,107
A1053,S13,QCTSUB2_2_2_4,False,45
A1054,S13,QCTSUB5_2_5_5,True,100
A1055,S13,QCTSUB2_4_5_3,False,39
A1056,S13,QCTSUB3_4_2_2,False,51
A1057,S13,QCTSUB2_1_4_5,False,119
A1058,S13,QCTSUB2_1_1_1,False,79
A1059,S13,QCTSUB2_5_1_2,False,63
A1060,S13,QCTSUB3_1_3_1,False,58
A1061,S13,QCTSUB1_5_4_4,False,122
A1062,S13,QCTSUB1_3_4_3,True,136
A1063,S13,QCTSUB3_3_1_2,False,52
A1064,S13,QCTSUB2_3_5_5,False,114
A1065,S13,QCTSUB4_4_2_4,False,94
A1066,S13,QCTSUB4_5_3_2,True,53
A1067,S13,QCTSUB2_4_3_1,False,142
A1068,S14,QCTSUB2_1_2_5,False,62
A1069,S14,QCTSUB5_1_2_3,False,40
A1070,S14,QCTSUB5_2_4_1,True,67
A1071,S14,QCTSUB4_2_3_3,False,88
A1072,S14,QCTSUB4_3_3_1,False,70
A1073,S14,QCTSUB2_1_5_1,True,125
A1074,S14,QCTSUB3_2_2_3,False,99
A1075,S14,QCTSUB4_2_4_5,False,82
A1076,S14,QCTSUB1_2_4_2,True,75
A1077,S14,QCTSUB4_5_3_2,False,99
A1078,S14,QCTSUB2_2_4_1,False,116
A1079,S14,QCTSUB5_4_3_4,False,112
A1080,S14,QCTSUB1_3_1_4,False,123
A1081,S14,QCTSUB1_4_1_3,True,32
A1082,S14,QCTSUB2_2_2_4,True,61
A1083,S14,QCTSUB3_2_3_2,False,30
A1084,S14,QCTSUB2_2_3_4,False,78
A1085,S14,QCTSUB4_1_1_3,False,127
A1086,S14,QCTSUB2_5_3_5,False,73
A1087,S14,QCTSUB4_2_5_3,False,62
A1088,S14,QCTSUB3_5_3_5,True,105
A1089,S14,QCTSUB4_3_4_2,False,123
A1090,S14,QCTSUB2_2_3_1,False,141
A1091,S14,QCTSUB3_3_3_3,False,30
A1092,S14,QCTSUB2_2_1_4,False,81
A1093,S14,QCTSUB5_2_4_2,True,30
A1094,S14,QCTSUB4_3_2_2,False,69
A1095,S14,QCTSUB4_5_2_2,True,73
A1096,S14,QCTSUB5_4_3_1,True,57
A1097,S14,QCTSUB1_3_5_5,True,41
A1098,S14,QCTSUB5_2_3_4,False,137
A1099,S14,QCTSUB2_3_4_4,False,56
A1100,S14,QCTSUB3_3_2_3,False,109
A1101,S14,QCTSUB4_2_1_2,True,142
A1102,S14,QCTSUB1_3_1_4,True,49
A1103,S14,QCTSUB2_4_3_2,True,81
A1104,S14,QCTSUB2_3_5_5,True,90
A1105,S14,QCTSUB5_4_3_3,True,84
A1106,S14,QCTSUB2_1_4_5,False,31
A1107,S14,QCTSUB1_3_4_3,False,74
A1108,S14,QCTSUB3_3_5_4,True,121
A1109,S14,QCTSUB4_5_1_2,False,114
A1110,S14,QCTSUB4_5_5_1,True,67
A1111,S14,QCTSUB3_2_2_1,True,59
A1112,S14,QCTSUB1_1_1_5,True,112
A1113,S14,QCTSUB2_2_3_1,True,73
A1114,S14,QCTSUB2_3_5_5,False,108
A1115,S14,QCTSUB1_3_1_1,True,36
A1116,S14,QCTSUB2_5_2_3,True,72
A1117,S14,QCTSUB5_1_5_4,False,118
A1118,S14,QCTSUB2_3_1_1,False,32
A1119,S14,QCTSUB3_1_5_5,False,58
A1120,S14,QCTSUB3_5_2_5,True,57
A1121,S14,QCTSUB3_1_4_2,True,132
A1122,S14,QCTSUB3_3_5_4,True,50
A1123,S14,QCTSUB3_2_4_2,True,98
A1124,S14,QCTSUB3_1_1_2,True,67
A1125,S14,QCTSUB5_3_1_1,False,67
A1126,S14,QCTSUB2_4_1_1,True,88
A1127,S14,QCTSUB5_2_5_2,True,103
A1128,S14,QCTSUB4_3_5_5,False,107
A1129,S14,QCTSUB3_2_4_1,False,98
A1130,S14,QCTSUB2_2_1_5,False,75
A1131,S14,QCTSUB4_3_1_3,False,89
A1132,S14,QCTSUB1_3_2_3,False,144
A1133,S14,QCTSUB5_5_4_3,True,33
A1134,S14,QCTSUB4_1_2_1,True,87
A1135,S14,QCTSUB2_4_5_1,True,89
A1136,S14,QCTSUB2_4_3_1,False,36
A1137,S15,QCTSUB4_3_5_5,True,137
A1138,S15,QCTSUB1_2_2_5,False,134
A1139,S15,QCTSUB5_4_3_4,False,67
A1140,S15,QCTSUB4_1_5_5,True,78
A1141,S15,QCTSUB4_5_3_1,False,46
A1142,S15,QCTSUB2_3_3_1,False,95
A1143,S15,QCTSUB5_5_1_1,True,69
A1144,S15,QCTSUB1_2_2_1,False,66
A1145,S15,QCTSUB4_2_4_3,True,98
A1146,S15,QCTSUB1_5_4_2,True,44
A1147,S15,QCTSUB5_3_2_4,False,124
A1148,S15,QCTSUB5_2_4_1,False,107
A1149,S15,QCTSUB1_3_1_3,False,40
A1150,S15,QCTSUB1_1_3_3,False,140
A1151,S15,QCTSUB5_3_4_4,True,149
A1152,S15,QCTSUB5_3_1_4,True,93
A1153,S15,QCTSUB3_4_2_4,False,95
A1154,S15,QCTSUB2_1_5_2,False,90
A1155,S15,QCTSUB1_3_4_5,True,111
A1156,S15,QCTSUB1_5_1_4,True,129
